"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"Wandy Peralta","Reds","6.15","6.15","1.00","0.40","13.7%","13.7%","0.0%",".299","1.96",".348","66.9%","130","110","138","5.36","4.55","0.81","5.58","5.43","14295"
"Nate Jones","White Sox","9.60","4.50","2.13","1.20","23.4%","11.0%","12.4%",".235","1.43",".289","79.2%","72","106","111","3.00","4.56","-1.56","4.70","4.08","4696"
"Cody Allen","Indians","10.75","4.43","2.42","1.48","27.7%","11.4%","16.3%",".230","1.36",".292","75.4%","106","107","107","4.70","4.56","0.14","4.55","3.77","12183"
"Matt Harvey","- - -","7.61","2.15","3.54","1.57","19.8%","5.6%","14.2%",".266","1.30",".299","71.1%","122","111","104","4.94","4.57","0.37","4.21","4.18","11713"
"Tyler Anderson","Rockies","8.39","3.02","2.78","1.53","22.3%","8.0%","14.3%",".244","1.27",".281","71.9%","98","106","104","4.55","4.57","-0.02","4.21","4.22","12880"
"Ivan Nova","Pirates","6.37","1.96","3.26","1.45","16.7%","5.1%","11.6%",".266","1.28",".288","73.7%","106","113","105","4.19","4.57","-0.38","4.28","4.42","1994"
"Louis Coleman","Tigers","7.19","4.21","1.71","0.88","18.9%","11.1%","7.8%",".230","1.31",".270","78.8%","81","107","115","3.51","4.58","-1.08","4.89","4.60","9720"
"Jaime Barria","Angels","6.82","3.27","2.09","1.18","18.3%","8.8%","9.5%",".242","1.27",".271","82.1%","82","108","118","3.41","4.58","-1.17","4.99","4.84","18356"
"Hansel Robles","- - -","9.48","4.02","2.36","1.45","24.4%","10.3%","14.1%",".247","1.39",".299","80.1%","93","112","105","3.70","4.59","-0.89","4.36","3.91","11801"
"Ian Kennedy","Royals","7.90","3.01","2.63","1.50","20.3%","7.7%","12.6%",".262","1.38",".298","72.5%","107","111","110","4.66","4.61","0.06","4.64","4.55","6986"
"Shane Greene","Tigers","9.24","2.70","3.42","1.71","23.3%","6.8%","16.5%",".265","1.37",".311","69.7%","118","108","96","5.12","4.61","0.50","4.05","3.57","10756"
"Casey Lawrence","Mariners","5.40","3.86","1.40","0.77","13.2%","9.4%","3.8%",".298","1.63",".333","56.5%","179","111","131","7.33","4.62","2.71","5.56","5.04","11121"
"Blake Wood","Angels","7.71","5.40","1.43","0.77","21.3%","14.9%","6.4%",".205","1.29",".250","89.0%","56","109","113","2.31","4.62","-2.30","4.78","4.66","1345"
"Justin Hancock","Cubs","8.03","6.57","1.22","0.73","22.5%","18.4%","4.1%",".125","1.14",".143","95.2%","36","114","127","1.46","4.62","-3.16","5.17","5.31","12316"
"Steven Matz","Mets","8.88","3.39","2.62","1.46","23.2%","8.9%","14.4%",".229","1.25",".267","74.9%","105","116","102","3.97","4.62","-0.65","4.13","4.10","13361"
"Daniel Norris","Tigers","10.35","3.86","2.68","1.62","25.5%","9.5%","16.0%",".257","1.47",".317","69.9%","132","108","100","5.68","4.63","1.06","4.22","4.01","13475"
"Reynaldo Lopez","White Sox","7.20","3.58","2.01","1.19","18.9%","9.4%","9.5%",".231","1.27",".260","75.4%","94","108","123","3.91","4.63","-0.72","5.22","4.92","16400"
"Jakob Junis","Royals","8.34","2.19","3.81","1.63","21.6%","5.7%","16.0%",".260","1.27",".298","74.8%","100","112","98","4.37","4.64","-0.27","4.13","3.98","13619"
"Jalen Beeks","- - -","7.46","4.26","1.75","1.07","18.8%","10.8%","8.1%",".265","1.50",".311","68.0%","131","113","110","5.51","4.64","0.87","4.67","4.49","17192"
"Chris Rusin","Rockies","7.74","4.28","1.81","1.15","19.5%","10.8%","8.7%",".263","1.50",".308","56.6%","132","108","104","6.09","4.64","1.45","4.25","4.16","9895"
"Framber Valdez","Astros","8.27","5.84","1.42","0.73","22.1%","15.6%","6.5%",".175","1.24",".213","87.3%","53","111","101","2.19","4.65","-2.46","4.26","4.50","17295"
"Edwin Jackson","Athletics","6.65","3.62","1.84","1.17","17.9%","9.7%","8.1%",".219","1.22",".240","79.2%","81","112","115","3.33","4.65","-1.32","4.88","4.98","1841"
"Reymin Guduan","Astros","10.80","0.00","4.00","2.70","36.4%","0.0%","36.4%",".091","0.30",".000","100.0%","65","111","88","2.70","4.66","-1.96","3.73","2.84","13058"
"John Means","Orioles","10.80","0.00","4.00","2.70","25.0%","0.0%","25.0%",".375","1.80",".455","21.7%","311","105","65","13.50","4.66","8.84","2.74","2.83","16269"
"Dan Altavilla","Mariners","10.02","6.53","1.53","0.87","27.1%","17.7%","9.4%",".162","1.26",".209","83.3%","64","112","120","2.61","4.66","-2.05","5.08","4.67","16507"
"Aaron Brooks","Athletics","3.38","6.75","0.50","0.00","10.0%","20.0%","-10.0%",".125","1.13",".143","100.0%","0","113","139","0.00","4.66","-4.66","5.90","6.55","12272"
"Jim Johnson","Angels","6.39","3.13","2.05","1.28","16.8%","8.2%","8.6%",".261","1.36",".288","65.9%","92","110","102","3.84","4.68","-0.84","4.32","4.28","3656"
"Clayton Richard","Padres","6.13","3.40","1.80","1.08","15.8%","8.8%","7.0%",".260","1.38",".289","64.7%","136","116","104","5.33","4.68","0.65","4.24","4.51","3551"
"Brian Johnson","Red Sox","7.88","3.44","2.29","1.45","20.1%","8.8%","11.3%",".263","1.43",".301","77.9%","93","112","112","4.17","4.68","-0.51","4.77","4.46","14272"
"Randy Rosario","Cubs","5.79","4.24","1.36","0.96","15.0%","11.0%","4.0%",".264","1.48",".294","75.8%","91","115","113","3.66","4.68","-1.02","4.60","4.74","14508"
"Matt Wisler","- - -","7.20","1.58","4.57","1.80","19.3%","4.2%","15.1%",".258","1.20",".277","76.1%","105","116","111","4.28","4.69","-0.41","4.52","4.12","12804"
"Matt Andriese","- - -","8.92","2.86","3.12","1.72","22.9%","7.4%","15.6%",".268","1.39",".314","66.7%","129","116","88","5.26","4.69","0.58","3.70","3.58","12022"
"Sam Gaviglio","Blue Jays","7.64","2.77","2.76","1.53","19.2%","6.9%","12.2%",".277","1.44",".313","68.8%","125","109","98","5.31","4.69","0.62","4.16","4.25","12778"
"Daniel Mengden","Athletics","5.60","2.02","2.77","1.40","15.1%","5.5%","9.7%",".230","1.12",".238","69.3%","98","113","111","4.05","4.69","-0.65","4.70","4.73","16980"
"Koda Glover","Nationals","4.96","5.51","0.90","0.55","12.7%","14.1%","-1.4%",".213","1.41",".235","78.7%","80","113","143","3.31","4.69","-1.39","5.82","5.89","17695"
"Chad Kuhl","Pirates","8.58","3.49","2.45","1.48","21.7%","8.9%","12.9%",".265","1.44",".311","74.3%","115","116","107","4.55","4.70","-0.15","4.33","4.38","14975"
"Danny Duffy","Royals","8.19","4.06","2.01","1.34","20.4%","10.1%","10.3%",".261","1.49",".304","73.5%","112","113","116","4.88","4.70","0.17","4.92","4.75","3542"
"Johnny Cueto","Giants","6.45","2.21","2.92","1.36","17.8%","6.1%","11.7%",".235","1.11",".253","85.2%","84","123","111","3.23","4.71","-1.48","4.52","4.47","6893"
"Erick Fedde","Nationals","8.23","3.93","2.09","1.43","21.2%","10.1%","11.1%",".282","1.53",".333","69.9%","135","114","94","5.54","4.71","0.83","3.83","4.27","17425"
"Matt Bowman","Cardinals","10.17","4.30","2.36","1.57","23.9%","10.1%","13.8%",".299","1.74",".373","70.6%","161","119","94","6.26","4.73","1.53","3.83","3.75","13528"
"Miguel Almonte","Angels","9.00","3.86","2.33","1.29","20.6%","8.8%","11.8%",".300","1.71",".364","43.1%","247","112","112","10.29","4.73","5.55","4.76","4.11","14139"
"Wily Peralta","Royals","9.17","6.03","1.52","1.05","23.5%","15.4%","8.1%",".224","1.49",".279","81.9%","84","114","110","3.67","4.73","-1.06","4.66","4.67","7738"
"Luke Gregerson","Cardinals","8.53","4.26","2.00","1.42","21.1%","10.5%","10.5%",".275","1.58",".324","58.1%","183","119","92","7.11","4.74","2.37","3.73","3.88","4090"
"Aaron Sanchez","Blue Jays","7.37","4.97","1.48","0.94","18.1%","12.2%","5.9%",".259","1.56",".304","70.1%","115","110","118","4.89","4.74","0.14","4.98","5.10","11490"
"Yacksel Rios","Phillies","9.00","3.75","2.40","1.50","21.8%","9.1%","12.7%",".291","1.61",".349","62.0%","167","114","99","6.75","4.74","2.01","4.05","3.85","15007"
"Mike Fiers","- - -","7.27","1.94","3.76","1.67","19.5%","5.2%","14.3%",".248","1.18",".269","84.2%","84","112","106","3.56","4.75","-1.19","4.51","4.25","7754"
"Sandy Alcantara","Marlins","7.94","6.09","1.30","0.79","20.6%","15.8%","4.8%",".207","1.41",".250","80.8%","90","120","127","3.44","4.75","-1.31","5.16","5.42","18684"
"Rob Zastryzny","Cubs","4.76","6.35","0.75","0.00","11.5%","15.4%","-3.9%",".286","1.76",".333","72.7%","119","117","146","4.76","4.75","0.02","5.92","5.98","15094"
"Heath Fillmyer","Royals","6.23","3.50","1.78","1.20","16.6%","9.3%","7.3%",".252","1.34",".277","73.5%","98","114","109","4.26","4.75","-0.49","4.60","4.84","17466"
"Gabriel Moya","Twins","7.68","3.22","2.38","1.49","19.5%","8.2%","11.3%",".241","1.32",".269","73.9%","109","112","111","4.71","4.76","-0.05","4.70","4.27","16348"
"Dan Otero","Indians","6.60","0.77","8.60","1.84","17.4%","2.0%","15.4%",".289","1.26",".310","68.1%","117","112","75","5.22","4.76","0.45","3.17","2.92","7385"
"Mike Wright Jr.","Orioles","7.90","3.84","2.06","1.28","19.1%","9.3%","9.8%",".293","1.62",".344","70.0%","128","108","113","5.55","4.79","0.76","4.80","4.40","12586"
"Brandon McCarthy","Braves","7.44","2.40","3.10","1.72","19.2%","6.2%","13.0%",".296","1.46",".332","74.5%","121","119","92","4.92","4.79","0.13","3.76","4.11","4662"
"Alex Cobb","Orioles","6.03","2.54","2.37","1.42","15.4%","6.5%","8.9%",".280","1.41",".303","68.0%","113","108","106","4.90","4.80","0.11","4.47","4.62","6562"
"Andrew Triggs","Athletics","9.36","3.92","2.39","1.52","23.6%","9.9%","13.7%",".230","1.33",".270","70.5%","127","116","102","5.23","4.81","0.42","4.32","4.21","13533"
"Julio Teheran","Braves","8.30","4.30","1.93","1.33","22.4%","11.6%","10.8%",".193","1.17",".217","75.6%","97","120","116","3.94","4.83","-0.88","4.72","4.67","6797"
"Anthony DeSclafani","Reds","8.45","2.35","3.60","1.88","22.3%","6.2%","16.1%",".261","1.29",".294","70.5%","120","116","95","4.93","4.83","0.10","3.86","3.96","13050"
"Kazuhisa Makita","Padres","9.51","3.09","3.08","1.80","24.8%","8.1%","16.8%",".237","1.26",".275","63.5%","138","120","99","5.40","4.85","0.55","4.04","3.71","19757"
"Yu Darvish","Cubs","11.03","4.73","2.33","1.58","27.2%","11.7%","15.6%",".232","1.43",".293","72.3%","123","120","104","4.95","4.86","0.09","4.24","4.11","13074"
"Ben Lively","- - -","8.01","4.45","1.80","1.19","18.6%","10.3%","8.3%",".323","1.85",".385","74.9%","139","117","129","5.64","4.88","0.76","5.28","4.90","14932"
"Jordan Zimmermann","Tigers","7.61","1.78","4.27","1.92","20.0%","4.7%","15.3%",".265","1.26",".288","71.4%","105","114","103","4.52","4.88","-0.36","4.35","4.20","4505"
"Merandy Gonzalez","Marlins","7.77","3.27","2.38","1.64","18.5%","7.8%","10.7%",".326","1.77",".375","74.9%","149","124","110","5.73","4.89","0.84","4.48","4.35","17313"
"Danny Barnes","Blue Jays","8.34","4.83","1.73","1.32","19.9%","11.5%","8.4%",".280","1.68",".331","68.2%","134","114","130","5.71","4.89","0.81","5.53","4.69","11388"
"Jake McGee","Rockies","8.24","2.81","2.94","1.75","20.7%","7.1%","13.7%",".282","1.46",".322","60.3%","140","114","108","6.49","4.91","1.57","4.41","3.91","7550"
"Sammy Solis","Nationals","10.07","4.12","2.44","1.60","24.9%","10.2%","14.7%",".277","1.55",".346","67.0%","156","119","101","6.41","4.92","1.49","4.11","3.74","11457"
"Chase De Jong","Twins","6.62","3.06","2.17","1.53","17.6%","8.1%","9.5%",".265","1.36",".288","75.8%","83","115","121","3.57","4.92","-1.35","5.14","5.04","15036"
"Bryan Shaw","Rockies","8.89","4.61","1.93","1.48","21.0%","10.9%","10.1%",".307","1.79",".370","64.8%","128","114","107","5.93","4.92","1.01","4.35","4.19","8110"
"Steven Brault","Pirates","8.05","5.60","1.44","0.98","19.9%","13.8%","6.1%",".241","1.54",".289","72.6%","117","121","123","4.61","4.92","-0.30","5.01","4.90","15291"
"Emilio Pagan","Athletics","9.15","2.76","3.32","1.89","24.1%","7.3%","16.8%",".229","1.19",".256","79.9%","106","119","112","4.35","4.92","-0.56","4.75","3.86","14771"
"Sal Romano","Reds","6.49","3.27","1.98","1.42","16.3%","8.2%","8.1%",".264","1.43",".288","66.7%","129","119","115","5.31","4.95","0.37","4.68","4.80","13690"
"Carlos Rodon","White Sox","6.71","4.10","1.64","1.12","17.6%","10.8%","6.9%",".218","1.26",".242","72.0%","100","115","127","4.18","4.95","-0.77","5.40","5.13","16137"
"Sean Reid-Foley","Blue Jays","11.34","5.67","2.00","1.62","28.0%","14.0%","14.0%",".242","1.56",".313","67.3%","120","116","99","5.13","4.96","0.17","4.21","4.34","17034"
"Murphy Smith","Blue Jays","0.00","2.70","0.00","0.00","0.0%","6.3%","-6.3%",".357","1.80",".357","57.1%","190","116","163","8.10","4.96","3.14","6.94","6.37","9812"
"Rob Scahill","White Sox","5.40","5.40","1.00","0.00","12.0%","12.0%","0.0%",".250","1.60",".294","60.0%","129","115","156","5.40","4.96","0.44","6.61","5.25","9286"
"Jerry Blevins","Mets","8.65","4.64","1.86","1.27","21.8%","11.7%","10.1%",".224","1.36",".263","71.4%","128","125","142","4.85","4.97","-0.11","5.77","4.77","7841"
"Kyle Barraclough","Marlins","9.70","5.50","1.76","1.29","24.5%","13.9%","10.6%",".194","1.33",".232","76.7%","109","126","112","4.20","4.98","-0.77","4.56","4.31","13713"
"Chasen Bradford","Mariners","6.37","2.35","2.71","1.51","16.5%","6.1%","10.4%",".259","1.29",".279","83.1%","90","120","112","3.69","4.99","-1.30","4.75","4.21","12452"
"Ariel Jurado","Rangers","3.62","2.96","1.22","1.15","9.1%","7.5%","1.7%",".296","1.54",".304","64.7%","127","113","119","5.93","5.01","0.92","5.04","5.28","17030"
"Luis Santos","Blue Jays","10.80","4.50","2.40","1.80","26.4%","11.0%","15.4%",".325","1.80",".423","66.9%","169","117","102","7.20","5.01","2.19","4.31","3.83","15006"
"Jason Vargas","Mets","8.22","2.93","2.80","1.76","20.8%","7.4%","13.4%",".271","1.41",".307","68.3%","152","126","109","5.77","5.02","0.75","4.42","4.32","8044"
"Tyler Lyons","Cardinals","10.26","4.32","2.38","1.62","22.9%","9.6%","13.3%",".329","1.92",".412","60.4%","222","126","117","8.64","5.02","3.62","4.76","4.04","11334"
"Taylor Guerrieri","Blue Jays","7.45","3.72","2.00","0.93","18.2%","9.1%","9.1%",".243","1.34",".286","75.3%","109","117","115","4.66","5.02","-0.37","4.87","4.00","13616"
"Donnie Hart","Orioles","6.05","5.59","1.08","0.93","13.1%","12.1%","1.0%",".356","2.22",".403","74.6%","129","113","131","5.59","5.02","0.56","5.56","5.31","15306"
"Neil Ramirez","Indians","11.02","3.89","2.83","1.94","28.3%","10.0%","18.3%",".226","1.30",".273","81.1%","102","118","99","4.54","5.03","-0.50","4.21","3.45","7677"
"Matt Hall","Tigers","5.63","3.38","1.67","1.13","10.4%","6.3%","4.2%",".432","2.75",".474","32.4%","339","117","124","14.63","5.04","9.59","5.27","4.63","18076"
"Eric Skoglund","Royals","6.30","2.44","2.58","1.54","16.7%","6.5%","10.2%",".246","1.21",".261","67.4%","118","122","115","5.14","5.06","0.08","4.86","4.68","16155"
"Chad Bettis","Rockies","5.98","3.52","1.70","1.35","15.4%","9.1%","6.4%",".260","1.40",".280","68.3%","108","118","117","5.01","5.07","-0.06","4.76","4.93","10587"
"Tyler Webb","- - -","6.64","3.98","1.67","1.33","16.7%","10.0%","6.7%",".275","1.52",".306","61.2%","113","127","134","4.43","5.08","-0.65","5.44","4.88","14974"
"Jake Faria","Rays","6.92","4.57","1.52","1.25","17.8%","11.7%","6.1%",".245","1.43",".274","68.4%","131","124","128","5.40","5.08","0.32","5.42","5.24","13699"
"Matt Magill","Twins","8.89","3.65","2.43","1.75","22.5%","9.2%","13.3%",".260","1.43",".301","87.5%","88","119","110","3.81","5.08","-1.27","4.66","4.02","3950"
"James Shields","White Sox","6.77","3.43","1.97","1.50","17.7%","9.0%","8.7%",".242","1.31",".262","70.6%","108","118","120","4.53","5.09","-0.56","5.09","4.95","7059"
"Hector Santiago","White Sox","9.09","5.29","1.72","1.41","22.4%","13.0%","9.4%",".256","1.58",".308","78.0%","106","118","127","4.41","5.09","-0.68","5.38","4.71","4026"
"Tommy Milone","Nationals","7.86","0.34","23.00","2.39","19.5%","0.9%","18.6%",".319","1.44",".349","75.3%","141","123","110","5.81","5.10","0.71","4.46","4.11","7608"
"Daniel Coulombe","Athletics","9.89","4.18","2.36","1.90","26.5%","11.2%","15.3%",".276","1.48",".339","78.6%","111","123","84","4.56","5.10","-0.54","3.54","3.61","13293"
"Miguel Castro","Orioles","5.94","5.21","1.14","0.94","15.2%","13.3%","1.9%",".234","1.45",".259","75.8%","91","115","127","3.96","5.11","-1.15","5.38","5.27","15684"
"Addison Reed","Twins","7.07","2.41","2.93","1.77","18.2%","6.2%","12.0%",".290","1.43",".320","78.4%","104","120","119","4.50","5.11","-0.61","5.03","4.32","10586"
"Francisco Liriano","Tigers","7.41","4.92","1.51","1.28","18.8%","12.5%","6.3%",".250","1.50",".285","67.8%","106","119","111","4.58","5.11","-0.54","4.71","5.04","3201"
"Thomas Pannone","Blue Jays","6.07","3.14","1.93","1.47","16.0%","8.3%","7.7%",".226","1.21",".234","76.9%","98","119","131","4.19","5.11","-0.93","5.57","5.14","17281"
"Dan Straily","Marlins","7.28","3.83","1.90","1.47","19.1%","10.0%","9.1%",".233","1.30",".256","75.4%","107","130","123","4.12","5.11","-0.99","4.99","4.92","9460"
"Chasen Shreve","- - -","10.59","4.61","2.30","1.88","26.4%","11.5%","14.9%",".256","1.52",".313","80.8%","94","121","102","3.93","5.12","-1.19","4.25","3.81","10855"
"Mike Zagurski","Brewers","18.00","18.00","1.00","0.00","20.0%","20.0%","0.0%",".625","7.00",".833","0.0%","1548","126","168","63.00","5.16","57.84","6.81","5.35","9683"
"Jaime Garcia","- - -","8.01","4.83","1.66","1.43","19.8%","11.9%","7.9%",".255","1.54",".292","65.0%","137","121","119","5.82","5.16","0.66","5.03","4.90","8137"
"Joey Krehbiel","Diamondbacks","0.00","6.00","0.00","0.00","0.0%","16.7%","-16.7%",".100","1.00",".100","100.0%","0","128","195","0.00","5.16","-5.16","7.91","8.37","13707"
"Dylan Bundy","Orioles","9.65","2.83","3.41","2.15","24.5%","7.2%","17.3%",".272","1.41",".316","69.3%","125","117","101","5.45","5.17","0.28","4.28","3.94","12917"
"Felix Hernandez","Mariners","7.23","3.41","2.12","1.56","18.3%","8.6%","9.6%",".259","1.40",".286","64.0%","135","124","110","5.55","5.18","0.37","4.65","4.63","4772"
"AJ Ramos","Mets","10.07","6.86","1.47","1.37","25.0%","17.1%","8.0%",".233","1.63",".292","64.8%","169","130","133","6.41","5.19","1.21","5.40","4.93","8350"
"Matt Belisle","- - -","6.55","2.88","2.27","1.57","15.4%","6.8%","8.6%",".331","1.75",".368","56.8%","181","122","112","7.86","5.20","2.66","4.76","4.35","1837"
"Luke Farrell","Cubs","11.20","4.60","2.44","2.01","27.7%","11.4%","16.3%",".242","1.47",".295","67.2%","129","128","108","5.17","5.20","-0.03","4.41","3.80","15101"
"Jackson Stephens","Reds","7.75","3.52","2.20","1.64","18.0%","8.2%","9.8%",".303","1.70",".344","65.3%","120","126","113","4.93","5.22","-0.29","4.57","4.33","14420"
"Chase Anderson","Brewers","7.29","3.25","2.25","1.71","19.9%","8.9%","11.0%",".226","1.19",".239","81.1%","97","128","118","3.93","5.22","-1.29","4.79","4.68","6895"
"Jon Edwards","Indians","10.38","4.15","2.50","2.08","27.0%","10.8%","16.2%",".182","1.15",".190","83.3%","70","123","93","3.12","5.24","-2.12","3.95","3.61","1483"
"Matt Moore","Rangers","7.59","3.62","2.10","1.68","18.3%","8.7%","9.6%",".301","1.66",".341","62.4%","146","119","119","6.79","5.25","1.54","5.06","4.63","1890"
"Tyler Mahle","Reds","8.84","4.26","2.08","1.77","21.7%","10.5%","11.2%",".277","1.59",".323","75.2%","121","127","110","4.98","5.25","-0.27","4.45","4.57","16358"
"Doug Fister","Rangers","5.45","2.59","2.11","1.50","13.8%","6.6%","7.3%",".277","1.39",".291","70.2%","97","119","108","4.50","5.25","-0.75","4.56","4.68","9425"
"Ryan Cook","Mariners","12.18","3.71","3.29","2.12","30.3%","9.2%","21.1%",".227","1.29",".282","77.3%","129","127","82","5.29","5.28","0.02","3.48","2.97","8855"
"Yefry Ramirez","Orioles","8.54","4.96","1.72","1.52","21.1%","12.2%","8.8%",".252","1.53",".293","67.7%","136","119","124","5.92","5.29","0.63","5.25","4.90","15655"
"Matt Bush","Rangers","7.43","5.48","1.36","1.17","17.6%","13.0%","4.6%",".250","1.61",".286","74.7%","101","120","124","4.70","5.29","-0.60","5.25","4.95","1246"
"Elieser Hernandez","Marlins","6.17","3.70","1.67","1.51","15.9%","9.5%","6.3%",".267","1.45",".286","72.3%","136","134","142","5.21","5.29","-0.08","5.76","5.28","16933"
"Harrison Musgrave","Rockies","6.45","4.43","1.45","1.41","17.3%","11.9%","5.4%",".222","1.30",".236","73.2%","100","124","129","4.63","5.31","-0.68","5.23","4.97","16532"
"Andrew Cashner","Orioles","5.82","3.82","1.52","1.47","14.5%","9.5%","5.0%",".289","1.58",".311","70.5%","122","120","122","5.29","5.32","-0.03","5.19","5.33","8782"
"Ben Taylor","Indians","12.00","1.50","8.00","3.00","32.0%","4.0%","28.0%",".250","1.17",".286","71.4%","135","125","63","6.00","5.33","0.67","2.65","2.30","18114"
"Derek Law","Giants","8.10","5.40","1.50","1.35","18.2%","12.1%","6.1%",".281","1.80",".326","54.1%","193","139","138","7.43","5.34","2.09","5.62","4.87","13133"
"Chris Volstad","White Sox","5.51","2.28","2.42","1.71","13.5%","5.6%","7.9%",".325","1.63",".346","66.8%","150","124","105","6.27","5.36","0.92","4.46","4.13","9901"
"Williams Jerez","Angels","9.00","4.80","1.88","1.80","21.1%","11.3%","9.9%",".270","1.67",".311","52.9%","144","126","102","6.00","5.36","0.64","4.30","4.35","14338"
"Tyler Duffey","Twins","6.84","1.44","4.75","2.16","17.8%","3.7%","14.0%",".255","1.20",".260","39.8%","167","126","101","7.20","5.36","1.84","4.29","3.99","13758"
"Yohander Mendez","Rangers","5.86","4.88","1.20","1.30","14.9%","12.4%","2.5%",".264","1.55",".286","66.8%","119","122","138","5.53","5.37","0.16","5.87","5.69","14391"
"Andrew Kittredge","Rays","7.04","3.99","1.76","1.64","16.6%","9.4%","7.2%",".331","1.85",".373","61.1%","188","131","104","7.75","5.38","2.37","4.43","4.43","12828"
"Burch Smith","Royals","8.88","4.62","1.93","1.73","21.5%","11.2%","10.3%",".287","1.67",".338","65.5%","159","129","114","6.92","5.38","1.54","4.85","4.43","12784"
"Clay Holmes","Pirates","7.18","7.86","0.91","0.68","16.3%","17.8%","-1.6%",".288","2.01",".346","65.1%","173","133","137","6.84","5.40","1.43","5.54","5.82","13649"
"Jaime Schultz","Rays","10.38","5.04","2.06","1.78","28.0%","13.6%","14.4%",".171","1.15",".188","64.2%","137","132","118","5.64","5.40","0.23","5.01","4.09","15066"
"Yovani Gallardo","- - -","5.53","4.48","1.23","1.34","13.7%","11.1%","2.6%",".287","1.63",".309","64.5%","139","123","125","6.39","5.42","0.97","5.29","5.55","8173"
"Sean Gilmartin","Orioles","5.00","3.67","1.36","1.33","13.3%","9.7%","3.5%",".230","1.26",".235","88.8%","69","122","127","3.00","5.42","-2.42","5.39","5.11","12781"
"Zac Curtis","- - -","9.92","10.47","0.95","0.55","22.8%","24.1%","-1.3%",".203","1.90",".275","71.9%","110","126","154","4.96","5.43","-0.47","6.35","6.33","16684"
"Drew Pomeranz","Red Sox","8.03","5.35","1.50","1.46","19.2%","12.8%","6.4%",".294","1.77",".344","69.4%","136","129","125","6.08","5.43","0.65","5.31","5.10","11426"
"Marco Estrada","Blue Jays","6.45","3.13","2.06","1.82","16.4%","8.0%","8.5%",".270","1.43",".284","69.7%","132","127","136","5.64","5.44","0.20","5.79","5.45","1118"
"Tyler Bashlor","Mets","7.03","3.38","2.08","1.69","18.5%","8.9%","9.6%",".217","1.19",".225","76.7%","111","137","138","4.22","5.44","-1.22","5.59","4.71","15203"
"Jeff Samardzija","Giants","6.04","5.24","1.15","1.21","14.5%","12.6%","1.9%",".263","1.63",".287","64.6%","162","142","152","6.25","5.44","0.80","6.18","5.96","3254"
"Joe Biagini","Blue Jays","6.63","3.00","2.21","1.75","16.2%","7.3%","8.8%",".322","1.67",".355","71.4%","141","127","111","6.00","5.47","0.53","4.71","4.41","13194"
"Jose Ruiz","White Sox","12.46","6.23","2.00","2.08","28.6%","14.3%","14.3%",".278","1.85",".364","90.9%","99","127","94","4.15","5.47","-1.31","3.99","3.94","14552"
"Bartolo Colon","Rangers","4.98","1.54","3.24","1.97","12.9%","4.0%","8.9%",".287","1.35",".287","66.4%","124","124","110","5.78","5.47","0.31","4.67","4.82","375"
"Jimmy Cordero","Nationals","5.68","5.68","1.00","0.95","12.8%","12.8%","0.0%",".288","1.84",".318","70.2%","138","132","140","5.68","5.48","0.21","5.67","5.26","15690"
"Anthony Swarzak","Mets","10.59","4.78","2.21","2.05","26.7%","12.1%","14.7%",".277","1.59",".344","72.3%","162","138","107","6.15","5.48","0.67","4.33","3.90","7466"
"Jacob Rhame","Mets","7.79","2.23","3.50","2.23","20.0%","5.7%","14.3%",".290","1.42",".316","72.6%","154","138","126","5.85","5.48","0.36","5.12","4.25","15267"
"Peter Moylan","Braves","7.31","5.72","1.28","1.27","17.8%","14.0%","3.9%",".294","1.76",".341","81.9%","109","137","116","4.45","5.49","-1.04","4.70","4.85","4891"
"Josh Ravin","Braves","3.00","6.00","0.50","0.00","7.1%","14.3%","-7.1%",".182","1.33",".200","60.0%","147","137","204","6.00","5.49","0.51","8.25","6.83","2951"
"Ranger Suarez","Phillies","6.60","3.60","1.83","1.80","15.9%","8.7%","7.3%",".333","1.80",".367","57.0%","134","132","115","5.40","5.49","-0.09","4.66","4.74","17277"
"Chris Hatcher","Athletics","7.43","4.21","1.76","1.73","18.0%","10.2%","7.8%",".289","1.65",".321","74.2%","120","133","111","4.95","5.50","-0.55","4.72","4.55","3299"
"Nick Tropeano","Angels","7.58","3.67","2.06","1.89","20.3%","9.8%","10.4%",".240","1.30",".256","76.3%","114","130","111","4.74","5.52","-0.78","4.71","4.69","12385"
"Connor Sadzeck","Rangers","6.75","10.61","0.64","0.00","15.6%","24.4%","-8.9%",".182","1.82",".231","88.9%","21","125","172","0.96","5.52","-4.55","7.29","7.41","13483"
"Dillon Peters","Marlins","5.53","4.88","1.13","1.30","13.2%","11.6%","1.6%",".301","1.77",".326","63.1%","186","141","132","7.16","5.55","1.61","5.34","5.62","18790"
"Homer Bailey","Reds","6.35","2.79","2.27","1.95","15.2%","6.7%","8.5%",".307","1.64",".327","65.4%","148","134","114","6.09","5.55","0.54","4.65","4.82","8362"
"Austin Bibens-Dirkx","Rangers","6.60","2.80","2.36","1.80","16.3%","6.9%","9.4%",".304","1.56",".331","67.3%","133","126","118","6.20","5.56","0.64","5.02","4.75","9559"
