"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid"
"David Purcey","White Sox","8.17","6.04","1.35","0.71","20.4%","15.0%","5.3%",".202","1.42",".246","88.1%","53","110","130","2.13","4.51","-2.38","5.15","4.58","8360"
"Brian Omogrosso","White Sox","8.82","4.96","1.78","1.10","19.1%","10.7%","8.3%",".378","2.27",".464","56.8%","231","110","118","9.37","4.52","4.85","4.68","4.05","1353"
"Ross Wolf","Rangers","3.97","2.83","1.40","0.94","10.1%","7.3%","2.9%",".304","1.53",".321","74.6%","98","111","112","4.15","4.54","-0.38","4.43","4.54","4534"
"Jeff Francis","Rockies","8.06","3.07","2.63","1.54","19.4%","7.4%","12.0%",".298","1.61",".344","61.7%","143","112","101","6.27","4.54","1.73","3.82","3.80","4684"
"Chris Narveson","Brewers","0.00","4.50","0.00","0.00","0.0%","12.5%","-12.5%",".143","1.00",".143","100.0%","0","116","157","0.00","4.55","-4.55","5.91","6.77","2141"
"A.J. Griffin","Athletics","7.70","2.43","3.17","1.62","20.8%","6.6%","14.2%",".224","1.13",".242","77.3%","98","116","105","3.83","4.55","-0.72","4.18","3.94","11132"
"Zach Putnam","Cubs","10.80","0.00","4.00","2.70","21.1%","0.0%","21.1%",".474","2.70",".571","26.3%","505","120","49","18.90","4.55","14.35","1.88","2.07","9080"
"Franklin Morales","Red Sox","7.46","5.33","1.40","0.71","18.8%","13.4%","5.4%",".255","1.54",".310","74.0%","110","117","125","4.62","4.55","0.07","4.98","4.58","5088"
"Logan Kensing","Rockies","13.50","13.50","1.00","0.00","50.0%","50.0%","0.0%",".000","1.50",".000","100.0%","0","112","121","0.00","4.55","-4.55","4.55","9.75","6166"
"Michael Kohn","Angels","8.83","4.75","1.86","1.19","22.5%","12.1%","10.4%",".210","1.32",".248","80.7%","99","119","123","3.74","4.56","-0.82","4.90","4.18","8505"
"Jordan Lyles","Astros","5.91","3.11","1.90","1.08","14.5%","7.6%","6.9%",".284","1.51",".314","63.1%","139","113","111","5.59","4.57","1.03","4.41","4.40","7593"
"R.A. Dickey","Blue Jays","7.09","2.84","2.49","1.40","18.8%","7.5%","11.2%",".240","1.24",".265","73.2%","104","114","107","4.21","4.58","-0.37","4.23","4.10","1245"
"Justin Grimm","- - -","6.98","3.12","2.24","1.38","17.2%","7.7%","9.5%",".296","1.57",".333","63.7%","141","113","107","5.97","4.59","1.38","4.22","4.21","11720"
"Ian Kennedy","- - -","8.09","3.62","2.23","1.34","20.5%","9.2%","11.3%",".254","1.40",".295","69.1%","129","123","111","4.91","4.59","0.32","4.19","4.09","6986"
"Jerome Williams","Angels","5.69","2.92","1.95","1.22","14.7%","7.6%","7.1%",".271","1.39",".293","70.7%","121","120","107","4.57","4.60","-0.02","4.24","4.35","1137"
"Gavin Floyd","White Sox","9.25","4.44","2.08","1.48","22.7%","10.9%","11.8%",".276","1.60",".333","71.9%","128","112","91","5.18","4.61","0.57","3.60","3.86","3886"
"David Huff","- - -","7.41","2.15","3.44","1.67","20.5%","6.0%","14.6%",".234","1.12",".252","60.2%","136","112","91","5.50","4.61","0.88","3.61","3.39","4257"
"Jake Westbrook","Cardinals","3.39","3.86","0.88","0.54","8.4%","9.6%","-1.2%",".285","1.56",".303","67.5%","126","124","132","4.63","4.62","0.01","4.95","5.03","412"
"Josh Johnson","Blue Jays","9.18","3.32","2.77","1.66","21.6%","7.8%","13.8%",".299","1.66",".356","63.3%","153","115","90","6.20","4.62","1.58","3.58","3.66","4567"
"Roberto Hernandez","Rays","6.74","2.26","2.97","1.43","17.6%","5.9%","11.7%",".277","1.34",".308","70.6%","127","119","91","4.89","4.63","0.26","3.60","3.59","3273"
"Steve Johnson","Orioles","11.49","7.47","1.54","1.15","27.4%","17.8%","9.6%",".233","1.72",".316","57.9%","182","113","115","7.47","4.64","2.82","4.55","4.33","4053"
"Josh Roenicke","Twins","6.53","5.23","1.25","0.87","16.0%","12.8%","3.2%",".257","1.60",".294","75.3%","108","117","134","4.35","4.64","-0.29","5.30","4.80","3241"
"Tommy Hanson","Angels","6.90","3.70","1.87","1.23","17.1%","9.2%","8.0%",".282","1.55",".320","67.7%","143","121","122","5.42","4.65","0.77","4.83","4.60","9129"
"Pat Neshek","Athletics","6.47","3.35","1.93","1.34","16.4%","8.5%","7.9%",".247","1.36",".268","81.6%","86","119","122","3.35","4.66","-1.31","4.86","4.32","4682"
"Josh Beckett","Dodgers","8.52","3.12","2.73","1.66","21.0%","7.7%","13.3%",".279","1.50",".323","65.7%","145","125","101","5.19","4.66","0.53","3.81","3.83","510"
"Ryan Dempster","Red Sox","8.25","4.15","1.99","1.37","20.8%","10.5%","10.3%",".254","1.45",".296","72.3%","109","120","106","4.57","4.68","-0.11","4.21","4.19","517"
"Jonathan Broxton","Reds","7.34","3.52","2.08","1.17","18.8%","9.0%","9.8%",".231","1.27",".261","69.5%","108","120","120","4.11","4.68","-0.57","4.50","3.84","4759"
"Ian Krol","Nationals","7.24","2.63","2.75","1.65","18.8%","6.8%","12.0%",".257","1.32",".280","82.8%","105","126","108","3.95","4.69","-0.74","4.07","3.67","10066"
"Alberto Cabrera","Cubs","6.00","7.50","0.80","0.00","13.3%","16.7%","-3.3%",".292","2.00",".350","76.9%","120","125","162","4.50","4.71","-0.21","6.08","5.74","8352"
"Joe Saunders","Mariners","5.26","3.00","1.75","1.23","13.1%","7.4%","5.6%",".307","1.60",".332","68.7%","137","121","107","5.26","4.72","0.54","4.23","4.42","4366"
"Esmil Rogers","Blue Jays","6.28","2.88","2.18","1.37","16.1%","7.4%","8.7%",".277","1.42",".304","73.0%","118","117","102","4.77","4.73","0.05","4.06","4.11","6317"
"Carter Capps","Mariners","10.07","3.51","2.87","1.83","24.4%","8.5%","15.9%",".298","1.63",".365","75.1%","143","121","90","5.49","4.73","0.77","3.56","3.16","12803"
"Luis Mendoza","Royals","5.17","4.12","1.26","0.96","12.9%","10.3%","2.6%",".284","1.59",".311","66.7%","133","121","119","5.36","4.75","0.61","4.73","4.86","3126"
"Chris Rusin","Cubs","4.88","3.26","1.50","1.09","12.8%","8.5%","4.3%",".259","1.36",".275","77.0%","105","126","119","3.93","4.75","-0.82","4.46","4.71","9895"
"Chia-Jen Lo","Astros","7.45","6.05","1.23","0.93","19.1%","15.5%","3.6%",".197","1.40",".226","74.4%","105","118","123","4.19","4.75","-0.57","4.89","4.80","5440"
"Wade LeBlanc","- - -","5.40","3.27","1.65","1.15","12.7%","7.7%","5.0%",".305","1.67",".332","64.6%","145","128","132","5.40","4.76","0.64","5.02","4.77","5221"
"Andrew Bailey","Red Sox","12.24","3.77","3.25","2.20","33.6%","10.3%","23.3%",".221","1.22",".276","91.3%","90","122","81","3.77","4.76","-0.99","3.20","2.59","1368"
"Jeremy Guthrie","Royals","4.72","2.51","1.88","1.28","12.3%","6.5%","5.8%",".282","1.39",".296","78.2%","100","122","115","4.04","4.79","-0.75","4.55","4.72","2072"
"Aaron Harang","- - -","7.10","2.51","2.83","1.63","18.1%","6.4%","11.7%",".264","1.35",".288","66.4%","142","124","111","5.40","4.79","0.61","4.38","4.14","1451"
"Zack Britton","Orioles","4.05","3.83","1.06","0.90","9.9%","9.3%","0.6%",".317","1.73",".338","73.0%","121","116","116","4.95","4.80","0.15","4.59","4.70","3240"
"Nick Hagadone","Indians","8.62","6.03","1.43","1.15","22.6%","15.8%","6.8%",".214","1.44",".256","60.9%","137","121","118","5.46","4.80","0.65","4.67","4.43","1351"
"Clayton Mortensen","Red Sox","6.23","4.75","1.31","0.89","14.9%","11.4%","3.6%",".262","1.58",".296","68.4%","127","124","127","5.34","4.83","0.51","5.03","4.60","3166"
"Erasmo Ramirez","Mariners","7.09","3.24","2.19","1.49","17.8%","8.1%","9.7%",".271","1.45",".300","70.2%","129","124","107","4.98","4.83","0.15","4.26","4.23","10314"
"Jake Arrieta","- - -","7.17","4.90","1.46","1.08","18.5%","12.7%","5.9%",".212","1.33",".239","69.3%","122","125","120","4.78","4.84","-0.06","4.61","4.76","4153"
"Tyler Skaggs","Diamondbacks","8.38","3.49","2.40","1.63","21.2%","8.8%","12.4%",".248","1.37",".282","70.8%","132","129","105","5.12","4.86","0.26","3.95","3.89","10190"
"Michael Gonzalez","Brewers","10.80","4.50","2.40","1.80","25.5%","10.6%","14.9%",".279","1.66",".348","80.3%","121","124","103","4.68","4.87","-0.19","3.88","3.36","1794"
"Alfredo Figaro","Brewers","6.57","1.82","3.60","1.82","17.1%","4.8%","12.3%",".257","1.24",".268","72.2%","107","124","97","4.14","4.87","-0.74","3.64","3.53","8404"
"Edgmer Escalona","Rockies","6.65","2.74","2.43","1.57","16.6%","6.8%","9.8%",".275","1.43",".299","63.4%","129","120","119","5.67","4.87","0.80","4.48","3.93","8574"
"Tony Sipp","Diamondbacks","10.04","5.26","1.91","1.43","24.0%","12.6%","11.4%",".233","1.51",".284","73.6%","123","130","133","4.78","4.88","-0.10","4.99","4.02","8280"
"Bryan Morris","Pirates","5.12","3.88","1.32","1.11","13.7%","10.4%","3.3%",".238","1.31",".251","81.8%","96","134","115","3.46","4.89","-1.43","4.34","4.19","10234"
"Brandon Maurer","Mariners","7.00","2.70","2.59","1.60","17.4%","6.7%","10.7%",".309","1.57",".346","65.0%","164","126","107","6.30","4.90","1.40","4.25","4.02","4878"
"Matt Langwell","- - -","7.71","4.50","1.71","1.29","19.4%","11.3%","8.1%",".241","1.43",".275","71.4%","131","128","121","5.14","4.90","0.24","4.61","4.17","8130"
"Ryan Vogelsong","Giants","5.82","3.30","1.76","1.30","14.4%","8.1%","6.2%",".293","1.56",".320","64.6%","166","139","120","5.73","4.91","0.82","4.50","4.64","1011"
"Barry Zito","Giants","5.81","3.65","1.59","1.28","14.1%","8.9%","5.3%",".315","1.70",".346","67.0%","166","139","128","5.74","4.92","0.82","4.81","4.86","944"
"Huston Street","Padres","7.31","2.22","3.29","1.91","20.7%","6.3%","14.4%",".212","1.02",".213","99.5%","76","133","106","2.70","4.92","-2.22","4.00","3.56","8258"
"Brandon League","Dodgers","4.64","2.48","1.87","1.33","11.2%","6.0%","5.2%",".299","1.55",".313","66.0%","148","132","108","5.30","4.93","0.38","4.07","3.63","3731"
"Jason Hammel","Orioles","6.20","3.10","2.00","1.42","15.7%","7.9%","7.9%",".279","1.46",".304","72.1%","121","120","115","4.97","4.93","0.05","4.56","4.49","4538"
"Chad Bettis","Rockies","6.04","4.03","1.50","1.21","14.4%","9.6%","4.8%",".296","1.68",".327","62.7%","129","122","124","5.64","4.93","0.71","4.68","4.68","10587"
"Jon Garland","Rockies","4.24","3.04","1.39","1.19","10.6%","7.6%","3.0%",".306","1.59",".321","66.7%","133","122","121","5.82","4.93","0.89","4.54","4.83","232"
"Rob Scahill","Rockies","5.40","2.43","2.22","1.35","13.4%","6.0%","7.4%",".294","1.47",".315","73.9%","117","123","116","5.13","4.97","0.16","4.37","4.00","9286"
"Chris Volstad","Rockies","3.24","1.08","3.00","1.08","6.4%","2.1%","4.3%",".432","2.40",".450","58.3%","246","123","147","10.80","4.97","5.83","5.54","4.63","9901"
"Brad Peacock","Astros","8.32","4.00","2.08","1.62","21.1%","10.1%","11.0%",".240","1.38",".270","69.1%","129","124","112","5.18","4.98","0.20","4.44","4.16","5401"
"Blake Beavan","Mariners","6.13","1.82","3.38","1.82","15.5%","4.6%","10.9%",".279","1.36",".292","63.9%","159","128","109","6.13","4.99","1.14","4.33","3.96","338"
"Randall Delgado","Diamondbacks","6.11","1.78","3.43","1.86","16.7%","4.9%","11.8%",".258","1.19",".266","76.1%","109","132","105","4.26","4.99","-0.74","3.94","4.02","5985"
"Simon Castro","White Sox","8.10","4.05","2.00","1.35","21.4%","10.7%","10.7%",".208","1.20",".235","92.1%","67","122","123","2.70","5.00","-2.30","4.89","4.09","9243"
"Donovan Hand","Brewers","4.87","2.77","1.76","1.32","12.9%","7.3%","5.6%",".273","1.35",".286","81.9%","95","128","121","3.69","5.01","-1.32","4.57","4.47","8728"
"Philip Humber","Astros","5.93","3.29","1.80","1.48","13.9%","7.7%","6.2%",".315","1.74",".342","57.6%","197","125","116","7.90","5.02","2.88","4.61","4.50","8586"
"Vinnie Pestano","Indians","9.42","5.35","1.76","1.53","23.3%","13.2%","10.1%",".270","1.64",".330","81.0%","103","127","114","4.08","5.03","-0.95","4.52","3.98","4782"
"P.J. Walters","Twins","5.03","4.12","1.22","1.14","12.0%","9.8%","2.2%",".311","1.75",".336","63.5%","148","127","131","5.95","5.03","0.92","5.22","5.25","9557"
"Alex Colome","Rays","6.75","5.06","1.33","1.13","16.9%","12.7%","4.2%",".230","1.44",".255","75.5%","58","130","123","2.25","5.05","-2.80","4.87","4.95","6661"
"Thad Weber","- - -","6.00","4.80","1.25","1.20","16.4%","13.1%","3.3%",".226","1.33",".244","87.2%","63","132","112","2.40","5.05","-2.65","4.32","4.41","8036"
"Brooks Raley","Cubs","9.00","5.14","1.75","1.29","23.0%","13.1%","9.8%",".216","1.36",".257","65.9%","138","134","108","5.14","5.05","0.10","4.07","3.80","10061"
"Jeremy Horst","Phillies","7.27","4.15","1.75","1.38","17.1%","9.8%","7.3%",".321","1.81",".369","69.1%","166","132","140","6.23","5.05","1.18","5.25","4.35","596"
"John Danks","White Sox","5.79","1.76","3.30","1.82","15.3%","4.6%","10.6%",".274","1.29",".283","70.7%","117","124","103","4.75","5.06","-0.32","4.08","4.17","6329"
"Chris Perez","Indians","9.00","3.50","2.57","1.83","22.2%","8.6%","13.6%",".257","1.43",".294","82.3%","109","128","97","4.33","5.08","-0.75","3.83","3.40","5213"
"Josh Fields","Astros","9.47","4.26","2.22","1.89","25.0%","11.3%","13.8%",".218","1.29",".245","74.1%","124","127","106","4.97","5.10","-0.13","4.20","3.54","5070"
"Jeremy Bonderman","- - -","5.24","4.42","1.19","1.15","13.0%","11.0%","2.0%",".267","1.55",".287","66.1%","138","130","130","5.40","5.12","0.28","5.16","5.14","1667"
"Joe Blanton","Angels","7.33","2.31","3.18","1.97","17.7%","5.6%","12.1%",".314","1.61",".346","68.8%","159","134","97","6.04","5.12","0.92","3.84","3.84","4849"
"Luis Garcia","Phillies","6.61","6.61","1.00","0.86","16.7%","16.7%","0.0%",".237","1.60",".273","76.9%","100","134","131","3.73","5.12","-1.39","4.92","4.98","6984"
"Rhiner Cruz","Astros","4.22","4.64","0.91","0.84","10.2%","11.2%","-1.0%",".294","1.69",".315","82.4%","84","128","154","3.38","5.16","-1.78","6.12","5.52","711"
"Kyle Gibson","Twins","5.12","3.53","1.45","1.24","12.2%","8.4%","3.8%",".324","1.75",".350","66.5%","162","130","120","6.53","5.17","1.36","4.77","4.71","10123"
"Ted Lilly","Dodgers","7.04","3.91","1.80","1.57","16.5%","9.2%","7.3%",".276","1.61",".303","67.9%","142","139","131","5.09","5.18","-0.09","4.94","4.66","833"
"Scott Diamond","Twins","3.57","2.47","1.44","1.44","9.0%","6.3%","2.8%",".302","1.52",".305","65.7%","135","130","119","5.43","5.19","0.24","4.71","4.97","5089"
"Carlos Marmol","- - -","10.84","7.35","1.48","1.29","26.2%","17.8%","8.4%",".221","1.63",".287","78.2%","119","138","121","4.41","5.19","-0.78","4.53","4.30","2790"
"Joe Paterson","Diamondbacks","7.71","0.00","2.00","0.00","18.2%","0.0%","18.2%",".250","0.86",".333","80.0%","99","138","169","3.86","5.19","-1.33","6.36","3.07","2565"
"Jose Alvarez","Tigers","7.22","3.72","1.94","1.63","18.0%","9.3%","8.7%",".273","1.50",".302","67.7%","144","130","111","5.82","5.19","0.62","4.40","4.29","5358"
"Matt Harrison","Rangers","10.13","5.91","1.71","1.69","23.5%","13.7%","9.8%",".318","1.97",".400","55.0%","199","127","102","8.44","5.20","3.23","4.05","4.26","5551"
"Mike Adams","Phillies","8.28","3.96","2.09","1.80","21.5%","10.3%","11.2%",".242","1.36",".269","85.7%","106","137","101","3.96","5.25","-1.29","3.80","3.48","1937"
"David Aardsma","Mets","8.17","4.31","1.89","1.59","20.2%","10.7%","9.6%",".252","1.46",".286","80.5%","121","140","123","4.31","5.27","-0.96","4.63","4.01","1902"
"Ramon Troncoso","White Sox","5.40","4.80","1.13","1.20","13.1%","11.7%","1.5%",".250","1.53",".265","60.4%","111","129","124","4.50","5.28","-0.78","4.91","4.74","4685"
"Yordano Ventura","Royals","6.46","3.52","1.83","1.76","17.2%","9.4%","7.8%",".224","1.24",".227","87.8%","87","136","108","3.52","5.33","-1.81","4.30","4.38","11855"
"Jose Ortega","Tigers","7.71","4.63","1.67","1.54","19.2%","11.5%","7.7%",".222","1.37",".242","84.5%","95","134","114","3.86","5.36","-1.50","4.54","4.10","9651"
"Hiram Burgos","Brewers","5.52","3.38","1.64","1.53","13.0%","7.9%","5.0%",".302","1.67",".320","63.6%","166","137","143","6.44","5.37","1.08","5.39","4.96","9412"
"Erik Johnson","White Sox","5.86","3.58","1.64","1.63","14.1%","8.6%","5.5%",".276","1.55",".290","75.7%","80","132","119","3.25","5.40","-2.14","4.73","4.69","12520"
"Greg Reynolds","Reds","3.99","1.84","2.17","1.53","9.8%","4.5%","5.3%",".309","1.50",".314","70.7%","145","139","137","5.52","5.40","0.12","5.14","4.88","5712"
"Josh Stinson","Orioles","6.35","1.59","4.00","2.12","19.1%","4.8%","14.3%",".169","0.76",".140","83.3%","77","131","94","3.18","5.40","-2.22","3.71","3.39","3219"
"Lucas Harrell","Astros","5.21","5.15","1.01","1.17","12.6%","12.5%","0.1%",".284","1.70",".306","65.4%","146","134","125","5.86","5.42","0.44","4.97","5.12","7541"
"Chien-Ming Wang","Blue Jays","4.67","3.00","1.56","1.67","11.4%","7.3%","4.1%",".351","1.81",".368","59.5%","189","134","103","7.67","5.42","2.25","4.07","4.18","2074"
"Brandon Morrow","Blue Jays","6.96","2.98","2.33","1.99","17.4%","7.4%","9.9%",".283","1.49",".302","66.0%","139","134","113","5.63","5.42","0.21","4.49","4.32","9346"
"Cory Burns","Rangers","3.97","5.56","0.71","0.79","9.3%","13.0%","-3.7%",".261","1.68",".275","86.0%","75","133","174","3.18","5.43","-2.25","6.94","6.02","6620"
"Liam Hendriks","Twins","6.46","2.66","2.43","1.90","15.2%","6.3%","8.9%",".324","1.71",".350","64.3%","170","137","120","6.85","5.44","1.41","4.77","4.38","3548"
"Dylan Axelrod","White Sox","5.12","3.02","1.70","1.68","12.5%","7.3%","5.1%",".315","1.66",".330","69.8%","140","133","124","5.68","5.44","0.24","4.91","4.82","9303"
"Zach Clark","Orioles","5.40","10.80","0.50","0.00","10.0%","20.0%","-10.0%",".375","3.00",".429","40.0%","395","132","219","16.20","5.45","10.75","8.73","6.92","9189"
"Miles Mikolas","Padres","5.40","5.40","1.00","0.00","14.3%","14.3%","0.0%",".000","0.60",".000","100.0%","0","148","211","0.00","5.45","-5.45","7.91","6.52","9803"
"Zach Miner","Phillies","6.28","5.34","1.18","1.26","15.0%","12.8%","2.3%",".289","1.74",".322","81.9%","117","142","132","4.40","5.45","-1.06","4.98","4.82","3193"
"Burch Smith","Padres","11.39","5.20","2.19","2.23","27.5%","12.6%","15.0%",".267","1.65",".330","71.7%","181","149","109","6.44","5.47","0.97","4.09","3.79","12784"
"Brad Lincoln","Blue Jays","7.11","6.25","1.14","1.14","16.9%","14.9%","2.0%",".228","1.58",".255","76.0%","98","136","149","3.98","5.48","-1.50","5.91","5.07","4241"
"Freddy Garcia","- - -","5.15","1.90","2.71","2.02","13.9%","5.1%","8.8%",".265","1.24",".261","80.5%","108","136","102","4.37","5.49","-1.12","4.00","4.27","1077"
"Aaron Laffey","- - -","6.39","7.11","0.90","0.71","14.1%","15.6%","-1.6%",".346","2.21",".405","69.9%","195","142","150","7.11","5.50","1.61","5.76","5.67","6248"
"David Holmberg","Diamondbacks","0.00","7.36","0.00","0.00","0.0%","15.0%","-15.0%",".353","2.45",".353","66.7%","189","146","226","7.36","5.50","1.86","8.48","8.29","7725"
"Vance Worley","Twins","4.62","2.77","1.67","1.66","10.7%","6.4%","4.3%",".380","1.99",".401","65.2%","179","139","120","7.21","5.53","1.68","4.76","4.75","6435"
"Pedro Hernandez","Twins","4.61","3.65","1.26","1.59","11.0%","8.8%","2.3%",".333","1.82",".348","67.4%","169","139","130","6.83","5.54","1.29","5.17","5.21","4578"
"Guillermo Moscoso","Giants","9.30","6.30","1.48","1.50","24.2%","16.4%","7.8%",".192","1.37",".221","73.0%","148","158","151","5.10","5.55","-0.45","5.66","4.99","5106"
"Jorge De Leon","Astros","5.40","6.30","0.86","0.90","12.0%","14.0%","-2.0%",".286","1.90",".314","69.9%","135","138","158","5.40","5.55","-0.15","6.30","5.55","5397"
"Colt Hynes","Padres","6.88","4.76","1.44","1.59","15.5%","10.7%","4.8%",".338","2.00",".379","58.4%","253","151","134","9.00","5.58","3.42","5.05","4.46","7560"
"Tommy Layne","Padres","6.23","5.19","1.20","1.04","15.4%","12.8%","2.6%",".313","1.73",".360","83.3%","58","152","134","2.08","5.59","-3.51","5.03","4.54","7501"
"Jeff Manship","Rockies","5.28","3.52","1.50","1.76","13.0%","8.6%","4.3%",".291","1.60",".301","59.1%","160","138","118","7.04","5.59","1.45","4.43","4.63","6865"
"Jose De La Torre","Red Sox","11.91","7.94","1.50","1.59","28.3%","18.9%","9.4%",".238","1.76",".320","71.4%","152","144","114","6.35","5.61","0.75","4.52","4.23","787"
"Rubby de la Rosa","Red Sox","4.76","1.59","3.00","1.59","11.3%","3.8%","7.6%",".313","1.50",".325","75.6%","133","144","132","5.56","5.61","-0.05","5.24","4.15","3862"
"Enny Romero","Rays","0.00","7.71","0.00","0.00","0.0%","22.2%","-22.2%",".071","1.07",".071","100.0%","0","144","171","0.00","5.62","-5.62","6.79","8.35","4001"
"Joba Chamberlain","Yankees","8.14","5.57","1.46","1.71","19.2%","13.1%","6.1%",".275","1.74",".312","81.2%","122","137","116","4.93","5.64","-0.71","4.60","4.37","2692"
"Scott Baker","Cubs","3.60","2.40","1.50","1.80","10.5%","7.0%","3.5%",".170","0.87",".136","79.6%","96","149","147","3.60","5.65","-2.05","5.51","5.77","6176"
"Ethan Martin","Phillies","10.58","5.85","1.81","2.03","24.7%","13.7%","11.1%",".258","1.70",".308","74.5%","162","147","121","6.08","5.65","0.43","4.53","4.21","3877"
"Jason Marquis","Padres","5.51","5.20","1.06","1.38","13.9%","13.1%","0.8%",".249","1.52",".261","77.3%","114","153","128","4.05","5.65","-1.59","4.81","5.14","105"
"Hector Ambriz","Astros","6.69","3.47","1.93","1.98","15.8%","8.2%","7.6%",".321","1.76",".347","68.8%","142","141","111","5.70","5.66","0.03","4.42","4.04","559"
"Paul Clemens","Astros","6.01","3.19","1.88","1.96","15.2%","8.1%","7.1%",".278","1.47",".287","70.8%","135","141","128","5.40","5.69","-0.29","5.07","4.55","8037"
"Victor Marte","Cardinals","6.00","9.00","0.67","0.00","11.8%","17.7%","-5.9%",".308","2.33",".364","75.0%","164","154","164","6.00","5.71","0.29","6.17","5.19","5158"
"Mike Kickham","Giants","9.21","3.18","2.90","2.54","20.1%","6.9%","13.2%",".343","1.98",".392","49.1%","294","163","88","10.16","5.73","4.43","3.31","3.40","11618"
"Chris Resop","Athletics","6.50","5.00","1.30","1.50","14.9%","11.5%","3.5%",".293","1.78",".322","70.5%","154","148","129","6.00","5.77","0.23","5.12","4.64","3799"
"Collin McHugh","- - -","3.81","1.73","2.20","2.08","8.8%","4.0%","4.8%",".375","1.92",".379","50.5%","243","146","120","10.04","5.78","4.26","4.51","4.86","7531"
"Mark Lowe","Angels","5.40","8.49","0.64","0.77","12.5%","19.6%","-7.1%",".244","1.89",".270","48.5%","244","151","165","9.26","5.79","3.47","6.55","6.42","7416"
"Chang-Yong Lim","Cubs","9.00","12.60","0.71","0.00","18.5%","25.9%","-7.4%",".316","2.60",".429","78.6%","144","155","170","5.40","5.85","-0.45","6.39","6.50","14445"
"Alex Sanabia","Marlins","5.04","4.07","1.24","1.63","12.4%","10.0%","2.4%",".311","1.70",".326","77.4%","133","161","141","4.88","5.85","-0.97","5.30","5.24","5350"
"Andre Rienzo","White Sox","6.11","4.50","1.36","1.77","15.2%","11.2%","4.0%",".250","1.48",".257","73.3%","119","143","120","4.82","5.85","-1.03","4.76","4.87","3507"
"Eduardo Sanchez","Cubs","7.11","7.11","1.00","1.42","17.2%","17.2%","0.0%",".208","1.58",".222","69.8%","152","156","160","5.68","5.89","-0.21","5.99","5.65","2966"
"Travis Blackley","- - -","7.15","3.93","1.82","2.15","19.0%","10.4%","8.5%",".245","1.35",".250","80.5%","118","147","106","4.83","5.93","-1.10","4.21","4.11","3234"
"Derek Lowe","Rangers","5.54","2.08","2.67","2.08","14.0%","5.3%","8.8%",".308","1.46",".317","47.6%","212","146","107","9.00","5.97","3.03","4.23","3.59","199"
"Chad Durbin","Phillies","9.00","5.06","1.78","2.25","19.8%","11.1%","8.6%",".347","2.13",".404","59.9%","240","156","118","9.00","5.99","3.01","4.44","4.00","1442"
"Zac Rosscup","Cubs","9.45","9.45","1.00","1.35","23.3%","23.3%","0.0%",".130","1.50",".133","100.0%","36","160","169","1.35","6.05","-4.70","6.35","6.09","9419"
"Clay Rapada","Indians","0.00","9.00","0.00","0.00","0.0%","22.2%","-22.2%",".143","1.50",".143","100.0%","0","152","203","0.00","6.05","-6.05","8.10","8.96","4831"
"Michael Blazek","- - -","7.27","6.75","1.08","1.56","16.7%","15.5%","1.2%",".229","1.67",".245","69.8%","154","162","155","5.71","6.11","-0.39","5.83","5.10","9654"
"Henry Rodriguez","- - -","4.91","8.18","0.60","0.82","11.0%","18.4%","-7.3%",".230","1.82",".247","76.5%","109","164","168","4.09","6.14","-2.05","6.32","6.22","6371"
"Sam Dyson","Marlins","4.09","4.09","1.00","1.64","9.3%","9.3%","0.0%",".333","1.91",".341","52.1%","245","169","137","9.00","6.14","2.86","5.14","4.27","11710"
"Roy Halladay","Phillies","7.40","5.23","1.42","1.74","18.1%","12.8%","5.3%",".233","1.47",".249","63.0%","182","160","136","6.82","6.14","0.68","5.10","4.86","1303"
"Chance Ruffin","Mariners","13.97","4.66","3.00","2.79","30.6%","10.2%","20.4%",".333","1.97",".458","65.5%","218","157","86","8.38","6.15","2.23","3.39","2.71","11745"
"Peter Moylan","Dodgers","3.52","4.11","0.86","1.76","8.6%","10.0%","-1.4%",".365","1.96",".370","73.6%","180","166","156","6.46","6.18","0.28","5.86","5.67","4891"
"Eury De la Rosa","Diamondbacks","9.82","3.07","3.20","3.07","25.8%","8.1%","17.7%",".228","1.23",".222","45.5%","189","168","102","7.36","6.32","1.04","3.84","3.07","4055"
"Alfredo Aceves","Red Sox","5.84","5.35","1.09","1.95","14.2%","13.0%","1.2%",".286","1.73",".296","81.4%","116","163","126","4.86","6.35","-1.48","5.01","5.21","5164"
"Jose Valverde","Tigers","8.84","2.79","3.17","2.79","22.6%","7.1%","15.5%",".237","1.24",".235","79.6%","138","159","103","5.59","6.36","-0.77","4.09","3.25","1726"
"Charlie Leesman","White Sox","7.63","9.39","0.81","1.17","16.9%","20.8%","-3.9%",".267","2.09",".311","62.9%","174","155","138","7.04","6.37","0.67","5.48","5.71","9124"
"Brian Flynn","Marlins","7.50","6.50","1.15","2.00","17.1%","14.8%","2.3%",".360","2.22",".411","66.9%","231","177","129","8.50","6.44","2.06","4.84","5.24","12027"
"Drew Pomeranz","Rockies","7.89","7.89","1.00","1.66","18.1%","18.1%","0.0%",".294","2.03",".339","76.1%","142","160","143","6.23","6.46","-0.23","5.39","5.49","11426"
